Часть;Год;Команда;Соперник;Минуты;Схема;Забито;Пропущено;Удары;Удары в створ;Передачи;Точные передачи;Навесы;Точные навесы;Владение;xG;PPDA;Победитель;Проигравший
1;2018;Ахмат;Арсенал;95;4-2-3-1 (100.0%);2;0;19;8;422;361;10;3;52.64;3.19;6.36;Ахмат;Арсенал
1;2018;Ахмат;Енисей;94;3-5-2 (100.0%);1;1;7;2;347;247;10;2;37.84;0.19;19.44;Ничья;Ничья
1;2018;Ахмат;ЦСКА;96;5-3-2 (79.58%);0;2;11;3;375;291;9;1;46.41;1.02;9.97;ЦСКА;Ахмат
1;2018;Ахмат;КС;94;5-3-2 (100.0%);2;1;8;2;455;372;14;6;52.39;0.95;9.19;Ахмат;КС
1;2018;Ахмат;Зенит;94;5-3-2 (93.08%);0;1;11;3;440;357;16;4;48.79;0.62;15.52;Зенит;Ахмат
1;2018;Ахмат;Динамо;94;5-3-2 (100.0%);0;0;8;1;443;357;10;3;48.98;0.72;9.73;Ничья;Ничья
1;2018;Ахмат;Краснодар;97;5-3-2 (100.0%);1;0;8;3;220;173;7;5;34.12;1.04;18.69;Ахмат;Краснодар
1;2018;Ахмат;Анжи;95;4-2-3-1 (88.84%);0;0;22;5;511;431;37;10;62.95;1.88;7.03;Ничья;Ничья
1;2018;Ахмат;Локомотив;94;3-5-2 (100.0%);0;2;5;2;336;276;10;4;44.05;0.35;13.77;Локомотив;Ахмат
1;2018;Ахмат;Оренбург;96;4-1-4-1 (61.72%);1;1;9;4;411;317;18;3;52.29;0.35;14.18;Ничья;Ничья
1;2018;Ахмат;Спартак;98;5-3-2 (100.0%);2;1;9;4;263;205;9;2;38.9;1.7;16.71;Ахмат;Спартак
1;2018;Ахмат;Уфа;95;4-2-3-1 (93.18%);2;1;11;6;455;382;18;6;58.51;0.94;6.97;Ахмат;Уфа
1;2018;Ахмат;Урал;95;4-1-4-1 (100.0%);1;2;12;4;362;279;8;1;44.13;0.87;14.2;Урал;Ахмат
1;2018;Ахмат;Рубин;96;4-2-3-1 (82.94%);1;1;12;3;399;324;19;10;44.47;1.92;9.89;Ничья;Ничья
1;2018;Ахмат;Арсенал;96;4-2-3-1 (99.36%);1;3;10;4;370;303;21;8;56.59;1.46;5.41;Арсенал;Ахмат
1;2018;Ахмат;Енисей;96;4-2-3-1 (100.0%);1;0;17;3;452;385;30;9;60.42;1.08;7.4;Ахмат;Енисей
1;2018;Ахмат;Ростов;94;4-2-3-1 (31.02%);0;1;2;0;332;274;13;2;38.93;0.01;16.91;Ростов;Ахмат
2;2018;Ахмат;Амкар;96;3-5-2 (53.02%);0;0;6;0;373;308;2;0;37.72;0.32;14.19;Ничья;Ничья
2;2018;Ахмат;Анжи;94;4-4-2 (100.0%);2;0;12;6;280;225;7;1;36.3;0.48;11.87;Ахмат;Анжи
2;2018;Ахмат;Урал;97;4-2-3-1 (94.18%);0;0;14;2;451;377;19;7;50.83;0.63;11.14;Ничья;Ничья
2;2018;Ахмат;Спартак;94;4-5-1 (100.0%);3;1;8;4;239;171;4;2;30.88;0.85;12.88;Ахмат;Спартак
2;2018;Ахмат;Локомотив;96;4-4-1-1 (100.0%);0;0;7;1;315;256;13;6;45.74;0.49;10.24;Ничья;Ничья
2;2018;Ахмат;Тосно;94;4-4-2 (68.0%);1;0;15;4;362;276;11;1;46.43;1.05;7.83;Ахмат;Тосно
2;2018;Ахмат;Рубин;95;5-3-2 (75.73%);2;3;6;3;368;294;6;0;43.16;1.36;14.14;Рубин;Ахмат
2;2018;Ахмат;СКА;94;4-2-3-1 (100.0%);0;0;18;5;559;454;32;11;63.35;1.2;7.46;Ничья;Ничья
2;2018;Ахмат;ЦСКА;93;4-4-1-1 (32.61%);0;3;17;5;466;384;21;8;58.32;2.24;7.22;ЦСКА;Ахмат
2;2018;Ахмат;Арсенал;100;4-4-1-1 (97.97%);0;1;12;3;488;404;13;4;62.2;1.36;8.03;Арсенал;Ахмат
1;2017;Ахмат;Зенит;95;3-4-2-1 (72.69%);0;0;11;3;277;217;15;5;47.57;0.93;9.63;Ничья;Ничья
1;2017;Ахмат;Краснодар;94;5-4-1 (100.0%);2;3;10;4;296;224;8;2;39.71;0.58;10.41;Краснодар;Ахмат
1;2017;Ахмат;Уфа;94;3-4-2-1 (87.82%);2;1;15;6;400;327;11;1;54.92;1.37;10.07;Ахмат;Уфа
1;2017;Ахмат;Динамо;94;3-4-2-1 (87.64%);1;1;11;4;450;378;18;4;56.77;0.84;5.89;Ничья;Ничья
1;2017;Ахмат;Ростов;94;3-4-2-1 (100.0%);1;0;13;3;455;358;13;7;53.29;0.84;7.67;Ахмат;Ростов
1;2017;Ахмат;Анжи;96;3-4-2-1 (86.12%);1;1;14;2;364;279;14;7;58.41;0.94;5.71;Ничья;Ничья
1;2017;Ахмат;Урал;94;3-4-2-1 (80.99%);0;2;14;3;460;383;7;2;50.28;1.5;5.5;Урал;Ахмат
1;2017;Ахмат;Спартак;96;5-4-1 (96.18%);1;2;9;3;324;235;14;3;46.25;1.15;8.47;Спартак;Ахмат
1;2017;Ахмат;Тосно;95;5-4-1 (49.11%);0;1;2;1;244;183;7;2;35.3;0.35;14.62;Тосно;Ахмат
1;2017;Ахмат;Рубин;95;3-4-2-1 (48.91%);1;0;10;2;340;246;14;3;52.33;1.1;9.93;Ахмат;Рубин
1;2017;Ахмат;СКА;95;4-2-3-1 (100.0%);2;2;22;10;420;339;16;8;52.57;1.93;10.45;Ничья;Ничья
1;2017;Ахмат;Локомотив;97;4-4-2 (63.9%);1;1;12;5;322;258;16;2;42.23;0.99;14.63;Ничья;Ничья
1;2017;Ахмат;ЦСКА;97;5-4-1 (100.0%);1;0;9;4;170;119;2;1;26.47;1.12;13.3;Ахмат;ЦСКА
1;2017;Ахмат;Арсенал;96;5-3-2 (48.13%);1;2;9;4;474;393;13;4;65.08;1.92;6.57;Арсенал;Ахмат
1;2017;Ахмат;Зенит;92;5-3-2 (31.85%);0;4;7;2;391;334;1;1;42.31;0.47;13.43;Зенит;Ахмат
1;2017;Ахмат;Краснодар;95;5-3-2 (68.82%);2;3;18;6;338;285;30;13;53.1;1.16;5.68;Краснодар;Ахмат
1;2017;Ахмат;Уфа;93;5-4-1 (100.0%);2;3;11;3;380;325;11;2;51.44;0.59;12.82;Уфа;Ахмат
1;2017;Ахмат;Динамо;94;5-4-1 (100.0%);2;0;12;7;432;367;14;4;56.96;1.68;11.75;Ахмат;Динамо
1;2017;Ахмат;Ростов;96;5-4-1 (100.0%);1;0;7;2;315;239;6;1;43.11;0.35;12.5;Ахмат;Ростов
1;2017;Ахмат;Амкар;93;3-4-2-1 (83.27%);1;0;11;5;427;365;14;4;68.92;1.43;7.14;Ахмат;Амкар
2;2017;Ахмат;КС;93;5-3-2 (100.0%);3;1;14;6;372;308;12;1;51.07;1.39;11.06;Ахмат;КС
2;2017;Ахмат;Спартак;93;5-3-2 (82.18%);0;3;14;5;332;272;11;5;37.71;1.16;19;Спартак;Ахмат
2;2017;Ахмат;Томь;93;5-3-2 (100.0%);2;1;11;3;413;345;23;8;50.42;0.44;10.9;Ахмат;Томь
2;2017;Ахмат;Зенит;98;3-5-2 (100.0%);1;0;6;3;278;207;3;2;33.3;1.16;18.8;Ахмат;Зенит
2;2017;Ахмат;Урал;93;3-5-2 (48.49%);5;2;13;5;396;330;11;5;44.83;1.46;10.84;Ахмат;Урал
2;2017;Ахмат;Рубин;96;3-5-2 (89.94%);1;0;10;4;277;215;8;1;38.05;1.93;12.28;Ахмат;Рубин
2;2017;Ахмат;Анжи;95;4-4-1-1 (69.67%);0;1;13;1;454;365;23;3;64.25;0.35;4.02;Анжи;Ахмат
2;2017;Ахмат;Оренбург;94;4-2-3-1 (100.0%);1;2;4;3;447;370;15;8;59.66;0.13;6.57;Оренбург;Ахмат
2;2017;Ахмат;Арсенал;93;3-4-1-2 (79.59%);3;1;12;6;395;319;12;2;47.33;1.25;9.5;Ахмат;Арсенал
2;2017;Ахмат;Амкар;94;4-2-3-1 (100.0%);1;1;6;2;481;377;19;2;57.7;0.32;6.83;Ничья;Ничья
2;2017;Ахмат;ЦСКА;95;4-1-4-1 (74.6%);0;1;8;2;518;420;15;8;51.64;0.63;11.65;ЦСКА;Ахмат
2;2017;Ахмат;Ростов;94;4-2-3-1 (100.0%);0;0;7;0;333;235;15;3;42.71;0.47;13.59;Ничья;Ничья
2;2017;Ахмат;Уфа;95;4-2-3-1 (87.38%);0;1;14;6;528;439;25;9;61.96;1.52;5.24;Уфа;Ахмат
1;2016;Ахмат;Локомотив;93;4-2-3-1 (81.92%);0;2;10;4;425;318;19;5;46.21;0.52;9.53;Локомотив;Ахмат
1;2016;Ахмат;Краснодар;93;4-2-3-1 (96.57%);2;1;15;8;455;383;17;5;47.67;0.92;8.68;Ахмат;Краснодар
1;2016;Ахмат;Спартак;92;4-2-3-1 (100.0%);0;1;15;5;332;254;17;5;44.51;1.72;6.66;Спартак;Ахмат
1;2016;Ахмат;Томь;95;4-2-3-1 (84.63%);0;0;8;3;466;382;22;6;65.27;0.53;3.79;Ничья;Ничья
1;2016;Ахмат;Зенит;94;4-2-3-1 (100.0%);2;1;12;5;308;228;13;5;41.47;1.18;7.31;Ахмат;Зенит
1;2016;Ахмат;Урал;93;4-2-3-1 (100.0%);4;1;13;7;395;328;15;5;46.09;1.98;9.76;Ахмат;Урал
1;2016;Ахмат;Рубин;95;4-2-3-1 (100.0%);3;1;9;3;352;267;12;3;45.06;1.29;10.48;Ахмат;Рубин
1;2016;Ахмат;Анжи;93;4-4-1-1 (88.45%);0;0;12;3;336;251;13;4;48.08;0.98;7.79;Ничья;Ничья
1;2016;Ахмат;Оренбург;93;4-2-3-1 (100.0%);2;1;10;3;311;256;15;6;54.83;1.8;7.03;Ахмат;Оренбург
1;2016;Ахмат;Арсенал;93;4-4-1-1 (100.0%);0;0;14;3;446;368;18;3;58.89;0.76;7.48;Ничья;Ничья
1;2016;Ахмат;Амкар;95;4-2-3-1 (100.0%);1;3;9;2;376;317;13;3;55.87;0.37;6.91;Амкар;Ахмат
1;2016;Ахмат;ЦСКА;93;4-2-3-1 (65.01%);0;3;7;3;307;242;5;4;38.42;0.43;19.53;ЦСКА;Ахмат
1;2016;Ахмат;Ростов;94;4-2-3-1 (85.14%);2;1;13;4;340;272;20;7;49.02;1.46;7.32;Ахмат;Ростов
1;2016;Ахмат;Уфа;95;4-2-3-1 (100.0%);3;1;8;5;320;250;9;4;50.3;1.4;10.26;Ахмат;Уфа
1;2016;Ахмат;Локомотив;94;4-4-2 (64.69%);1;1;9;1;363;318;13;3;39.28;0.68;11.52;Ничья;Ничья
1;2016;Ахмат;Краснодар;92;4-4-1-1 (62.43%);0;4;9;4;420;354;14;3;46.56;0.79;15.36;Краснодар;Ахмат
1;2016;Ахмат;КС;95;4-2-3-1 (100.0%);1;0;12;4;529;455;18;4;65.21;1.36;8.36;Ахмат;КС
2;2016;Ахмат;Ростов;94;4-2-3-1 (100.0%);0;2;18;5;521;443;19;5;65.12;1.35;8.35;Ростов;Ахмат
2;2016;Ахмат;Спартак;93;4-2-3-1 (100.0%);0;3;11;2;485;413;12;4;57.56;1.06;10.13;Спартак;Ахмат
2;2016;Ахмат;Амкар;94;4-2-3-1 (100.0%);2;0;8;3;509;437;8;3;61;0.97;6.58;Ахмат;Амкар
2;2016;Ахмат;ЦСКА;96;4-4-1-1 (87.4%);0;1;5;1;394;321;11;0;41.62;0.14;10.61;ЦСКА;Ахмат
2;2016;Ахмат;КС;94;4-4-2 (73.24%);0;1;18;2;563;494;20;6;64.7;0.59;5.92;КС;Ахмат
2;2016;Ахмат;Рубин;94;4-2-3-1 (100.0%);1;0;10;4;376;302;7;2;49.42;1.59;10.14;Ахмат;Рубин
2;2016;Ахмат;Краснодар;95;4-2-3-1 (88.81%);0;1;11;3;491;415;26;7;53.19;0.53;11.25;Краснодар;Ахмат
2;2016;Ахмат;Уфа;103;4-4-1-1 (80.26%);0;1;4;2;564;476;12;4;71.7;0.51;4.16;Уфа;Ахмат
2;2016;Ахмат;Урал;95;4-2-3-1 (100.0%);1;1;25;10;669;595;19;8;66.98;2.68;6.42;Ничья;Ничья
2;2016;Ахмат;Динамо;93;4-2-3-1 (48.36%);1;0;11;3;458;380;10;0;59.95;0.94;8.1;Ахмат;Динамо
2;2016;Ахмат;Локомотив;95;4-2-3-1 (100.0%);2;1;8;3;544;460;13;3;57.5;0.95;6.18;Ахмат;Локомотив
1;2015;Ахмат;Мордовия;93;4-2-3-1 (71.36%);0;0;11;5;573;498;7;1;51.89;0.8;6.18;Ничья;Ничья
1;2015;Ахмат;Зенит;95;4-4-2 (100.0%);4;1;14;7;427;368;6;2;53.41;2.58;6.66;Ахмат;Зенит
1;2015;Ахмат;Кубань;94;4-2-3-1 (42.26%);2;2;14;8;489;410;18;7;51.67;1.24;9.14;Ничья;Ничья
1;2015;Ахмат;Спартак;95;4-2-3-1 (100.0%);2;1;11;4;446;368;23;8;57.67;1.4;5.73;Ахмат;Спартак
1;2015;Ахмат;Амкар;94;4-2-3-1 (100.0%);0;1;13;3;571;483;14;7;66.08;0.75;5.5;Амкар;Ахмат
1;2015;Ахмат;ЦСКА;94;4-2-3-1 (100.0%);0;0;4;1;400;315;10;2;45.5;0.56;9.3;Ничья;Ничья
1;2015;Ахмат;КС;97;4-2-3-1 (74.05%);2;0;9;2;522;453;12;3;55.54;0.68;5.44;Ахмат;КС
1;2015;Ахмат;Рубин;96;4-2-3-1 (100.0%);2;1;9;3;312;248;10;3;39.22;1.72;11.25;Ахмат;Рубин
1;2015;Ахмат;Краснодар;95;4-2-3-1 (100.0%);1;1;11;4;332;270;13;5;44.28;1.07;10.48;Ничья;Ничья
1;2015;Ахмат;Уфа;93;4-2-3-1 (100.0%);4;1;22;10;490;436;11;5;55.11;2.29;9.57;Ахмат;Уфа
1;2015;Ахмат;Анжи;93;4-2-3-1 (100.0%);2;0;9;3;365;283;9;2;39.79;1.54;7.42;Ахмат;Анжи
1;2015;Ахмат;Урал;124;4-2-3-1 (100.0%);3;3;12;6;379;316;10;3;43.9;2.27;8.81;Ничья;Ничья
1;2015;Ахмат;Динамо;97;4-2-3-1 (85.32%);1;1;8;1;518;437;19;5;64.1;0.52;4.74;Ничья;Ничья
1;2015;Ахмат;Локомотив;94;4-2-3-1 (100.0%);0;0;8;0;351;288;5;3;42.84;0.21;12.07;Ничья;Ничья
1;2015;Ахмат;Мордовия;94;4-2-3-1 (100.0%);0;0;21;3;520;447;24;9;66.9;1.45;3.83;Ничья;Ничья
1;2015;Ахмат;Зенит;94;4-4-1-1 (82.76%);0;3;9;2;447;372;13;2;52.11;0.39;7.31;Зенит;Ахмат
1;2015;Ахмат;Кубань;97;4-2-3-1 (100.0%);1;1;15;5;503;443;19;7;70.38;1.53;5.13;Ничья;Ничья
1;2015;Ахмат;Ростов;95;4-2-3-1 (100.0%);1;1;7;2;396;317;18;8;53.31;0.96;8.12;Ничья;Ничья
1;2018;Динамо;Урал;93;5-4-1 (100.0%);4;0;8;7;352;259;11;5;44.23;1.36;15.54;Динамо;Урал
1;2018;Динамо;Рубин;94;5-4-1 (100.0%);1;1;8;1;382;299;10;4;46.96;1.07;8.29;Ничья;Ничья
1;2018;Динамо;Енисей;95;4-4-2 (95.97%);1;2;20;5;439;350;33;12;54.78;2.75;7.34;Енисей;Динамо
1;2018;Динамо;Ростов;95;3-4-1-2 (100.0%);0;0;7;2;323;246;12;4;38.81;0.38;12.19;Ничья;Ничья
1;2018;Динамо;ЦСКА;96;5-4-1 (86.42%);0;0;7;3;315;246;5;2;41.44;0.34;10.56;Ничья;Ничья
1;2018;Динамо;Ахмат;94;5-4-1 (100.0%);0;0;6;0;442;358;15;4;51.02;0.5;9.62;Ничья;Ничья
1;2018;Динамо;Зенит;97;4-2-3-1 (100.0%);1;0;13;7;434;355;20;4;47.23;1.2;7.17;Динамо;Зенит
1;2018;Динамо;КС;95;4-4-1-1 (83.58%);0;1;17;2;539;460;21;3;57.37;1.02;7.35;КС;Динамо
1;2018;Динамо;Краснодар;95;5-4-1 (80.34%);0;3;10;1;376;315;11;4;39.12;0.35;17.21;Краснодар;Динамо
1;2018;Динамо;Анжи;95;4-2-3-1 (55.3%);0;1;23;8;496;413;44;15;61.58;3.26;9.19;Анжи;Динамо
1;2018;Динамо;Локомотив;93;4-1-4-1 (61.36%);1;1;15;5;370;297;21;10;45.43;1.06;8.03;Ничья;Ничья
1;2018;Динамо;Оренбург;97;4-2-3-1 (59.72%);2;0;17;4;401;324;17;5;56.93;1.47;8.23;Динамо;Оренбург
1;2018;Динамо;Спартак;94;4-3-3 (20.21%);1;2;8;5;389;326;11;4;53.67;0.72;7.4;Спартак;Динамо
1;2018;Динамо;Уфа;95;4-2-3-1 (100.0%);3;0;16;5;481;413;13;4;59.65;1.2;8.59;Динамо;Уфа
1;2018;Динамо;Урал;95;5-4-1 (69.74%);1;1;12;2;414;338;12;6;46.42;1.14;7.38;Ничья;Ничья
1;2018;Динамо;Рубин;97;3-4-3 (100.0%);1;1;10;2;333;267;4;2;38.46;0.84;10.36;Ничья;Ничья
1;2018;Динамо;Арсенал;94;4-4-1-1 (8.97%);0;0;13;4;250;195;4;2;34.38;0.66;10.15;Ничья;Ничья
2;2018;Динамо;Тосно;95;4-2-3-1 (88.46%);2;1;8;5;425;355;10;5;51.38;0.77;8.67;Динамо;Тосно
2;2018;Динамо;Рубин;92;3-4-3 (100.0%);0;0;6;1;355;282;7;1;37.42;0.29;33.67;Ничья;Ничья
2;2018;Динамо;СКА;93;4-2-3-1 (100.0%);1;0;10;3;400;336;16;4;45.77;1.11;9.35;Динамо;СКА
2;2018;Динамо;Зенит;94;4-4-1-1 (100.0%);1;2;6;0;365;299;12;0;52.71;0.09;14;Зенит;Динамо
2;2018;Динамо;Локомотив;93;4-4-1-1 (49.3%);0;4;11;3;387;322;15;3;56.28;0.6;7.37;Локомотив;Динамо
2;2018;Динамо;ЦСКА;95;4-4-1-1 (100.0%);2;1;11;3;261;196;5;1;41.36;1.2;12.94;Динамо;ЦСКА
2;2018;Динамо;Арсенал;94;4-4-1-1 (64.43%);2;1;15;7;495;424;19;5;58.06;1.94;10.39;Динамо;Арсенал
2;2018;Динамо;Краснодар;92;4-4-1-1 (100.0%);0;0;10;3;365;279;14;1;36.07;0.26;10.36;Ничья;Ничья
2;2018;Динамо;Уфа;93;4-4-2 (100.0%);1;1;4;3;365;301;14;4;46.74;0.88;10.11;Ничья;Ничья
1;2017;Динамо;Анжи;94;4-4-2 (100.0%);2;0;11;6;299;222;12;2;37.97;0.91;16;Динамо;Анжи
1;2017;Динамо;Ростов;93;4-4-2 (100.0%);2;0;14;6;330;261;13;4;40.96;1.85;8.61;Динамо;Ростов
1;2017;Динамо;Амкар;94;4-4-1-1 (100.0%);1;2;9;3;349;279;13;4;46.58;1.16;8.1;Амкар;Динамо
1;2017;Динамо;Ахмат;94;4-4-2 (100.0%);1;1;13;3;335;250;12;4;43.23;1.08;7.12;Ничья;Ничья
1;2017;Динамо;Урал;95;4-4-1-1 (48.42%);2;2;8;5;354;277;15;4;39.73;0.66;9.7;Ничья;Ничья
1;2017;Динамо;Тосно;93;4-2-3-1 (70.69%);0;1;22;8;508;422;27;15;60.47;1.83;5.43;Тосно;Динамо
1;2017;Динамо;Рубин;95;4-5-1 (100.0%);0;0;4;0;330;234;8;0;33.95;0.02;15.68;Ничья;Ничья
1;2017;Динамо;СКА;94;4-4-1-1 (100.0%);2;0;16;6;347;275;17;6;46.04;0.96;8.3;Динамо;СКА
1;2017;Динамо;Локомотив;92;4-4-2 (15.69%);0;3;9;4;388;312;14;4;42.24;0.45;20.15;Локомотив;Динамо
1;2017;Динамо;ЦСКА;94;4-4-2 (100.0%);0;0;6;1;416;351;7;3;45.47;0.37;12.73;Ничья;Ничья
1;2017;Динамо;Арсенал;95;4-4-2 (71.25%);0;1;13;3;469;380;15;3;54.23;1.2;14;Арсенал;Динамо
1;2017;Динамо;Зенит;98;4-4-2 (94.5%);0;0;9;1;201;143;6;1;27.84;0.45;18.28;Ничья;Ничья
1;2017;Динамо;Краснодар;93;4-4-2 (100.0%);0;2;9;2;412;326;13;2;46.14;0.35;10.08;Краснодар;Динамо
1;2017;Динамо;Уфа;95;4-4-2 (60.26%);1;1;16;6;420;344;22;13;54.67;2.46;10.83;Ничья;Ничья
1;2017;Динамо;Анжи;95;4-4-2 (49.53%);3;1;11;4;354;285;9;2;44.96;1.59;6.32;Динамо;Анжи
1;2017;Динамо;Ростов;94;4-4-2 (100.0%);0;1;12;2;548;457;17;4;61.29;0.58;6.67;Ростов;Динамо
1;2017;Динамо;Амкар;92;4-4-2 (71.81%);3;0;10;4;439;349;6;3;55.3;0.47;7.19;Динамо;Амкар
1;2017;Динамо;Ахмат;94;4-4-2 (89.6%);0;2;10;2;357;295;14;2;43.04;0.22;10.6;Ахмат;Динамо
1;2017;Динамо;Урал;96;4-4-2 (100.0%);0;1;14;3;445;365;17;9;47.89;1.36;7;Урал;Динамо
1;2017;Динамо;Спартак;95;4-3-3 (48.59%);2;2;15;4;502;406;11;4;47.75;1.6;14.67;Ничья;Ничья
2;2016;Динамо;Зенит;96;4-2-3-1 (90.22%);0;3;8;1;270;205;15;6;34.36;0.46;10.9;Зенит;Динамо
2;2016;Динамо;Кубань;97;4-4-2 (93.36%);0;1;8;3;434;363;10;4;63.34;0.24;4.53;Кубань;Динамо
2;2016;Динамо;Ростов;93;4-1-3-2 (100.0%);1;3;12;2;390;311;21;4;46.87;0.85;13.23;Ростов;Динамо
2;2016;Динамо;Спартак;94;4-4-2 (100.0%);0;3;17;4;275;218;20;8;40.84;1.11;12.5;Спартак;Динамо
2;2016;Динамо;Амкар;94;4-4-2 (100.0%);0;0;8;1;402;315;22;5;50.67;0.43;6.68;Ничья;Ничья
2;2016;Динамо;ЦСКА;94;4-2-3-1 (94.33%);0;1;6;3;264;199;7;2;39.45;0.42;9.73;ЦСКА;Динамо
2;2016;Динамо;КС;97;4-1-4-1 (100.0%);0;1;14;5;395;327;8;2;54.26;0.8;7.38;КС;Динамо
2;2016;Динамо;Рубин;93;5-3-2 (49.67%);1;4;13;4;400;313;24;7;58.58;1.53;8.47;Рубин;Динамо
2;2016;Динамо;Краснодар;94;5-3-2 (100.0%);1;4;11;3;354;261;20;5;40.78;1.64;7.13;Краснодар;Динамо
2;2016;Динамо;Уфа;93;4-4-2 (77.59%);1;0;7;5;378;292;13;1;55.07;0.97;5.68;Динамо;Уфа
2;2016;Динамо;Ахмат;93;4-1-4-1 (100.0%);0;1;5;1;315;231;5;2;40.05;0.32;7.76;Ахмат;Динамо
2;2016;Динамо;Урал;93;4-2-3-1 (100.0%);1;1;13;5;378;290;16;5;46.63;1.25;5.64;Ничья;Ничья
1;2015;Динамо;Анжи;96;4-2-3-1 (90.79%);1;2;13;2;356;281;18;5;58.5;0.63;4.77;Анжи;Динамо
1;2015;Динамо;Локомотив;95;4-4-2 (69.86%);2;2;8;5;355;264;8;1;47.63;1.06;6.87;Ничья;Ничья
1;2015;Динамо;Мордовия;92;4-2-3-1 (100.0%);1;1;9;5;443;355;19;4;63.39;0.58;4.7;Ничья;Ничья
1;2015;Динамо;Кубань;95;4-2-3-1 (100.0%);2;1;12;6;449;363;19;5;57.23;0.83;5.85;Динамо;Кубань
1;2015;Динамо;Ростов;94;4-2-3-1 (100.0%);0;1;13;3;427;335;31;10;62.36;0.95;9.12;Ростов;Динамо
1;2015;Динамо;Спартак;94;4-4-2 (100.0%);2;3;13;6;279;214;19;4;37.09;0.94;8.55;Спартак;Динамо
1;2015;Динамо;ЦСКА;128;4-4-2 (73.61%);0;2;11;4;428;339;11;3;47.16;0.88;9.08;ЦСКА;Динамо
1;2015;Динамо;КС;94;4-2-3-1 (100.0%);0;0;10;2;466;386;19;5;63.28;0.6;7.55;Ничья;Ничья
1;2015;Динамо;Рубин;93;4-2-3-1 (100.0%);0;0;20;5;449;366;19;3;67.2;0.97;5.1;Ничья;Ничья
1;2015;Динамо;Краснодар;94;4-3-3 (100.0%);0;4;13;2;446;368;18;6;48.4;1.81;11.14;Краснодар;Динамо
1;2015;Динамо;Уфа;100;4-3-3 (100.0%);2;0;14;4;448;385;13;6;62.53;2.16;5.06;Динамо;Уфа
1;2015;Динамо;Ахмат;97;4-3-3 (52.73%);1;1;8;2;259;206;12;2;35.9;0.85;20.75;Ничья;Ничья
1;2015;Динамо;Урал;88;4-2-3-1 (81.89%);1;0;11;4;340;262;9;1;49.04;0.75;7.27;Динамо;Урал
1;2015;Динамо;Анжи;95;4-3-3 (84.78%);3;2;11;6;361;297;11;2;55.6;1.17;9;Динамо;Анжи
1;2015;Динамо;Локомотив;93;4-2-3-1 (100.0%);1;1;8;2;383;319;12;4;53.17;0.82;5.73;Ничья;Ничья
1;2015;Динамо;Мордовия;95;4-2-3-1 (100.0%);2;2;23;8;522;450;17;8;65.77;2.21;4.17;Ничья;Ничья
1;2015;Динамо;Зенит;93;4-2-3-1 (49.0%);1;2;5;2;341;269;6;1;47.3;0.7;10.04;Зенит;Динамо
1;2018;Енисей;ЦСКА;95;4-5-1 (71.5%);1;2;10;3;465;392;15;6;46.18;2.38;11.54;ЦСКА;Енисей
1;2018;Енисей;Ахмат;94;4-2-3-1 (48.4%);1;1;14;5;530;427;16;7;62.16;2.17;5.4;Ничья;Ничья
1;2018;Енисей;Динамо;95;4-4-1-1 (100.0%);2;1;13;7;360;275;3;1;45.22;1.31;8.56;Енисей;Динамо
1;2018;Енисей;Краснодар;95;5-4-1 (100.0%);0;3;3;0;325;250;5;0;33.94;0.19;16.9;Краснодар;Енисей
1;2018;Енисей;Анжи;95;4-2-3-1 (69.33%);1;2;8;3;513;397;22;5;59.34;0.78;4.66;Анжи;Енисей
1;2018;Енисей;Локомотив;93;3-4-2-1 (100.0%);0;3;15;7;471;376;21;8;59.11;0.94;8.29;Локомотив;Енисей
1;2018;Енисей;Оренбург;92;4-2-3-1 (48.87%);0;0;10;2;497;419;23;8;47.67;0.78;6.87;Ничья;Ничья
1;2018;Енисей;Спартак;97;4-4-1-1 (100.0%);2;3;12;4;296;213;18;4;42.45;1.35;5.43;Спартак;Енисей
1;2018;Енисей;Уфа;95;4-1-4-1 (49.76%);1;2;7;4;430;360;14;3;48.24;0.33;12.32;Уфа;Енисей
1;2018;Енисей;Урал;94;3-4-1-2 (48.69%);1;2;16;2;474;377;22;5;57.56;1.53;6.4;Урал;Енисей
1;2018;Енисей;Рубин;94;4-2-3-1 (80.85%);0;1;11;6;531;433;28;9;57.89;0.48;12.54;Рубин;Енисей
1;2018;Енисей;Арсенал;93;4-4-1-1 (100.0%);0;0;6;2;452;370;17;6;51.84;0.17;6.87;Ничья;Ничья
1;2018;Енисей;КС;96;4-3-1-2 (28.82%);1;0;15;8;452;384;12;4;54.37;1.38;8.91;Енисей;КС
1;2018;Енисей;Ростов;96;3-4-1-2 (100.0%);0;4;13;4;528;448;9;4;59.95;0.59;8.24;Ростов;Енисей
1;2018;Енисей;ЦСКА;95;3-4-1-2 (100.0%);1;1;6;1;506;394;14;5;54.89;0.41;7.39;Ничья;Ничья
1;2018;Енисей;Ахмат;96;5-3-2 (47.73%);0;1;7;0;287;227;10;3;39.58;0.57;10.39;Ахмат;Енисей
1;2018;Енисей;Зенит;95;5-3-2 (94.17%);0;2;6;1;337;286;10;2;40.78;0.53;10.25;Зенит;Енисей
1;2018;Зенит;Рубин;96;3-5-2 (83.38%);1;2;18;3;607;523;39;10;78.97;1.79;4.88;Рубин;Зенит
1;2018;Зенит;Арсенал;96;3-5-2 (83.58%);2;4;13;8;469;388;29;13;57.08;1.34;10.63;Арсенал;Зенит
