Часть;Год;Команда;Соперник;Минуты;Схема;Забито;Пропущено;Удары;Удары в створ;Передачи;Точные передачи;Навесы;Точные навесы;Владение;xG;PPDA;Победитель;Проигравший
1;2018;Рубин;Зенит;97;3-5-2 (79.23%);0;1;18;5;546;458;22;12;57.07;0.47;6.2;Зенит;Рубин
1;2018;Рубин;Динамо;97;3-5-2 (100.0%);1;1;10;5;529;435;11;5;61.54;0.92;6.78;Ничья;Ничья
1;2018;Рубин;Краснодар;96;3-5-2 (100.0%);2;1;10;4;328;273;6;2;37.5;2.02;14.07;Рубин;Краснодар
2;2018;Рубин;Краснодар;96;5-3-2 (61.05%);1;1;10;5;403;323;13;7;41.17;1.18;11.81;Ничья;Ничья
2;2018;Рубин;Уфа;94;3-4-3 (63.28%);0;0;12;2;524;429;16;6;61.55;1.45;8.57;Ничья;Ничья
2;2018;Рубин;Динамо;92;5-3-2 (22.2%);0;0;7;2;593;524;10;4;62.58;0.42;7.69;Ничья;Ничья
2;2018;Рубин;Ростов;93;5-3-2 (100.0%);1;1;11;5;654;545;12;3;59.51;0.58;8.5;Ничья;Ничья
2;2018;Рубин;Амкар;94;3-4-2-1 (100.0%);3;0;11;7;533;468;7;4;55.67;2.15;7.38;Рубин;Амкар
2;2018;Рубин;Ахмат;95;5-3-2 (88.68%);3;2;8;4;587;499;21;7;56.84;1.67;6.84;Рубин;Ахмат
2;2018;Рубин;Урал;94;5-3-2 (100.0%);1;1;7;4;489;395;10;2;49.87;0.44;7.57;Ничья;Ничья
2;2018;Рубин;Спартак;92;5-3-2 (100.0%);1;2;9;4;568;449;23;10;61.3;0.81;4.75;Спартак;Рубин
2;2018;Рубин;Тосно;92;5-3-2 (100.0%);1;0;3;2;629;535;13;3;64.07;0.34;5.21;Рубин;Тосно
2;2018;Рубин;Анжи;96;5-3-2 (100.0%);1;1;4;2;378;306;14;4;47.14;0.62;7;Ничья;Ничья
1;2017;Рубин;СКА;94;3-4-2-1 (100.0%);3;1;19;7;511;415;27;11;61.33;2.26;9.06;Рубин;СКА
1;2017;Рубин;Локомотив;97;3-4-1-2 (86.89%);0;1;13;2;369;297;27;10;49.04;0.85;8.34;Локомотив;Рубин
1;2017;Рубин;ЦСКА;94;3-4-2-1 (62.19%);0;1;4;1;512;402;11;2;52.72;0.18;8.41;ЦСКА;Рубин
1;2017;Рубин;Арсенал;95;3-4-2-1 (100.0%);0;0;8;0;584;484;11;2;62.36;0.29;7.42;Ничья;Ничья
1;2017;Рубин;Зенит;96;3-4-3 (78.39%);0;0;7;1;425;334;13;4;46.2;0.24;4.97;Ничья;Ничья
1;2017;Рубин;Уфа;94;3-5-1-1 (69.84%);1;2;8;4;302;227;6;1;43.56;0.65;13.22;Уфа;Рубин
1;2017;Рубин;Динамо;95;3-5-1-1 (68.25%);0;0;19;7;534;445;20;8;66.05;2.2;8.1;Ничья;Ничья
1;2017;Рубин;Ростов;97;3-4-2-1 (78.39%);1;0;3;1;366;286;7;1;45.2;0.83;11.58;Рубин;Ростов
1;2017;Рубин;Амкар;98;5-3-2 (100.0%);0;1;9;1;539;442;30;9;58.5;0.94;5.75;Амкар;Рубин
1;2017;Рубин;Ахмат;95;3-4-2-1 (95.78%);0;1;9;0;362;270;15;6;47.67;0.42;6.49;Ахмат;Рубин
1;2017;Рубин;Урал;94;3-4-3 (100.0%);0;1;19;6;358;280;16;11;43.6;1.75;7.27;Урал;Рубин
1;2017;Рубин;Спартак;97;3-5-2 (73.75%);0;1;5;0;397;307;10;0;50.57;0.6;6.86;Спартак;Рубин
1;2017;Рубин;Тосно;94;3-4-2-1 (79.96%);1;0;3;1;369;272;6;1;49.66;0.59;6.69;Рубин;Тосно
1;2017;Рубин;Анжи;90;3-4-2-1 (100.0%);6;0;12;7;459;366;13;4;59.65;0.76;9.82;Рубин;Анжи
1;2017;Рубин;СКА;93;3-5-2 (92.62%);1;1;12;5;390;312;12;6;47.52;0.95;9.36;Ничья;Ничья
1;2017;Рубин;Локомотив;96;5-3-2 (57.8%);1;1;6;2;352;291;8;1;50.72;1.14;12.57;Ничья;Ничья
1;2017;Рубин;ЦСКА;96;5-3-2 (73.76%);2;1;10;3;229;164;5;1;33.69;0.88;30.6;Рубин;ЦСКА
1;2017;Рубин;Арсенал;98;5-3-2 (50.86%);2;1;11;4;390;324;19;6;57.89;2.61;7.13;Рубин;Арсенал
1;2017;Рубин;Зенит;94;5-3-2 (100.0%);1;2;5;1;228;169;3;1;26.16;0.76;11.87;Зенит;Рубин
1;2017;Рубин;Краснодар;94;3-5-2 (48.59%);1;2;9;3;337;241;18;5;37.81;0.82;11.34;Краснодар;Рубин
2;2016;Рубин;ЦСКА;96;4-2-3-1 (100.0%);0;1;10;5;412;343;17;5;49.82;1.21;8.64;ЦСКА;Рубин
2;2016;Рубин;КС;93;4-2-3-1 (100.0%);1;1;10;6;495;412;22;8;57.8;1.41;5.26;Ничья;Ничья
2;2016;Рубин;Краснодар;94;4-4-2 (73.4%);1;1;7;3;298;222;21;9;36.08;0.96;13.14;Ничья;Ничья
2;2016;Рубин;Уфа;93;4-2-3-1 (70.76%);1;1;12;2;451;372;20;3;60.6;1.15;10.65;Ничья;Ничья
2;2016;Рубин;Ахмат;94;4-2-3-1 (48.12%);0;1;14;3;412;344;22;10;50.58;1.84;4.31;Ахмат;Рубин
2;2016;Рубин;Урал;94;4-2-3-1 (100.0%);1;0;12;4;366;298;14;8;42.54;0.94;5.5;Рубин;Урал
2;2016;Рубин;Динамо;93;4-2-3-1 (100.0%);4;1;10;4;396;305;17;7;41.42;2.04;8.65;Рубин;Динамо
2;2016;Рубин;Локомотив;94;4-2-3-1 (89.41%);0;1;6;0;292;223;9;2;46.01;0.49;7.33;Локомотив;Рубин
2;2016;Рубин;Мордовия;95;4-2-3-1 (100.0%);1;1;12;5;482;392;19;2;57.63;1.03;3.9;Ничья;Ничья
2;2016;Рубин;Зенит;96;4-2-3-1 (100.0%);2;4;16;6;371;277;17;8;47.54;1.49;6.91;Зенит;Рубин
2;2016;Рубин;Кубань;94;4-2-3-1 (100.0%);1;0;20;6;421;344;30;18;60.17;2.67;4.56;Рубин;Кубань
1;2015;Рубин;Ростов;96;4-2-3-1 (43.58%);0;1;11;3;407;321;20;8;55.04;1.41;6.9;Ростов;Рубин
1;2015;Рубин;Спартак;95;4-1-4-1 (68.55%);2;2;12;9;410;317;35;14;47.36;2.77;6.58;Ничья;Ничья
1;2015;Рубин;Амкар;94;4-3-3 (100.0%);2;1;9;6;332;259;11;3;41.54;2.35;11.86;Рубин;Амкар
1;2015;Рубин;КС;92;4-3-3 (74.85%);2;0;20;6;493;420;14;4;54.16;1.47;6.08;Рубин;КС
1;2015;Рубин;Анжи;94;4-3-3 (48.79%);2;1;18;8;420;320;26;9;49.31;1.29;6.36;Рубин;Анжи
1;2015;Рубин;Краснодар;99;4-2-3-1 (100.0%);1;2;16;5;479;393;39;15;58.02;1.09;5.83;Краснодар;Рубин
1;2015;Рубин;Уфа;95;4-2-3-1 (100.0%);3;1;18;6;490;403;28;10;59.41;1.47;5.17;Рубин;Уфа
1;2015;Рубин;Ахмат;96;4-2-3-1 (100.0%);1;2;28;7;469;407;31;12;60.78;2;6.21;Ахмат;Рубин
1;2015;Рубин;Урал;95;4-2-3-1 (100.0%);1;2;25;4;373;317;24;15;47.99;1.14;5.45;Урал;Рубин
1;2015;Рубин;Динамо;93;4-2-3-1 (100.0%);0;0;4;1;225;168;10;2;32.8;0.22;6.8;Ничья;Ничья
1;2015;Рубин;Локомотив;94;4-2-3-1 (100.0%);3;1;17;8;324;246;14;5;44.66;3.01;7.3;Рубин;Локомотив
1;2015;Рубин;Мордовия;96;4-2-3-1 (45.56%);1;2;14;5;356;282;17;7;56.12;2.03;6.47;Мордовия;Рубин
1;2015;Рубин;Зенит;92;4-5-1 (60.4%);1;3;9;4;403;326;22;4;45.27;1.01;10.97;Зенит;Рубин
1;2015;Рубин;Кубань;95;4-2-3-1 (100.0%);1;0;14;8;340;274;27;11;39.97;2.19;11.88;Рубин;Кубань
1;2015;Рубин;Ростов;93;4-1-4-1 (100.0%);0;3;8;1;391;327;18;5;59.41;0.43;5.55;Ростов;Рубин
1;2015;Рубин;Спартак;94;4-1-4-1 (90.79%);0;1;15;5;329;261;18;7;44.28;1.41;10.76;Спартак;Рубин
1;2015;Рубин;Амкар;96;4-2-3-1 (69.47%);0;2;16;5;407;337;21;10;63.43;1.14;5.66;Амкар;Рубин
1;2015;Рубин;ЦСКА;94;5-4-1 (100.0%);0;1;5;1;278;220;8;0;32.52;0.14;14.56;ЦСКА;Рубин
2;2017;Рубин;Амкар;95;3-5-2 (91.95%);2;1;7;4;359;291;10;4;40.37;1.28;13.32;Рубин;Амкар
2;2017;Рубин;ЦСКА;93;3-4-2-1 (53.59%);0;2;7;2;254;196;7;4;32.07;0.52;12.58;ЦСКА;Рубин
2;2017;Рубин;Ростов;96;4-2-3-1 (100.0%);2;4;13;6;451;374;16;5;56.93;1.35;11;Ростов;Рубин
2;2017;Рубин;Уфа;93;4-2-3-1 (97.75%);2;1;12;4;474;384;18;5;64.92;1.48;11.67;Рубин;Уфа
2;2017;Рубин;Локомотив;94;4-2-3-1 (100.0%);1;0;9;3;300;234;13;5;43.46;1.34;8.96;Рубин;Локомотив
2;2017;Рубин;Ахмат;96;4-4-2 (100.0%);0;1;10;1;470;395;25;7;61.95;0.92;7.68;Ахмат;Рубин
2;2017;Рубин;КС;98;4-4-2 (100.0%);0;0;10;2;324;236;11;2;41.7;0.71;7.94;Ничья;Ничья
2;2017;Рубин;Краснодар;96;4-4-2 (78.83%);0;1;13;4;448;356;23;10;44.75;1.15;11.3;Краснодар;Рубин
2;2017;Рубин;Томь;92;3-4-2-1 (100.0%);2;2;21;5;512;408;27;5;61.74;3.51;4.4;Ничья;Ничья
2;2017;Рубин;Зенит;93;4-3-3 (71.46%);0;2;14;3;463;379;20;5;44.18;0.62;13.23;Зенит;Рубин
2;2017;Рубин;Урал;94;4-4-2 (90.06%);0;1;19;6;408;318;21;9;56.5;1.8;6.63;Урал;Рубин
2;2017;Рубин;Оренбург;94;4-4-2 (100.0%);0;0;10;5;564;454;20;4;66.1;0.66;4.85;Ничья;Ничья
2;2017;Рубин;Анжи;93;4-4-2 (59.85%);1;0;10;2;373;287;14;4;60.44;0.3;5.42;Рубин;Анжи
1;2016;Рубин;Спартак;96;4-2-3-1 (74.63%);1;2;8;2;266;199;8;1;38.62;0.97;8.97;Спартак;Рубин
1;2016;Рубин;Арсенал;93;4-4-2 (100.0%);1;0;14;5;396;308;13;2;51.26;1.09;6.56;Рубин;Арсенал
1;2016;Рубин;ЦСКА;95;4-4-2 (100.0%);0;0;14;8;308;220;4;1;38.97;1.25;8.43;Ничья;Ничья
1;2016;Рубин;Ростов;95;4-4-2 (100.0%);0;0;9;2;390;282;10;0;41.95;0.59;9.33;Ничья;Ничья
1;2016;Рубин;Уфа;97;4-2-3-1 (100.0%);3;2;11;5;371;302;10;2;58.91;1.45;6.54;Рубин;Уфа
1;2016;Рубин;Локомотив;94;4-4-2 (100.0%);2;0;9;4;350;281;15;8;61.22;1.63;9.82;Рубин;Локомотив
1;2016;Рубин;Ахмат;95;4-4-2 (65.16%);1;3;10;3;426;361;16;5;54.94;1.54;5.95;Ахмат;Рубин
1;2016;Рубин;КС;93;4-4-2 (100.0%);3;0;13;6;324;253;14;4;48.24;2.29;10.79;Рубин;КС
1;2016;Рубин;Краснодар;96;4-4-2 (100.0%);0;1;4;2;290;202;21;5;44.86;0.32;12.31;Краснодар;Рубин
1;2016;Рубин;Томь;91;4-4-2 (100.0%);2;1;16;4;333;247;21;3;49.65;1.77;7.28;Рубин;Томь
1;2016;Рубин;Зенит;91;4-4-2 (50.59%);1;4;9;3;330;258;21;6;48.84;1.19;10.37;Зенит;Рубин
1;2016;Рубин;Урал;94;4-4-2 (100.0%);3;1;18;8;385;315;16;6;53.58;1.95;9.6;Рубин;Урал
1;2016;Рубин;Оренбург;95;4-2-3-1 (84.91%);1;1;23;8;401;336;18;8;63.87;1.03;7.69;Ничья;Ничья
1;2016;Рубин;Анжи;94;4-4-2 (67.62%);1;2;18;6;434;366;24;10;55.57;1.9;6.48;Анжи;Рубин
1;2016;Рубин;Спартак;93;4-4-2 (100.0%);1;1;13;3;276;210;15;5;37.85;0.72;10.41;Ничья;Ничья
1;2016;Рубин;Арсенал;96;4-4-2 (100.0%);0;1;8;2;478;389;26;9;59.99;0.73;6.57;Арсенал;Рубин
1;2016;Рубин;Амкар;95;4-2-3-1 (36.4%);0;0;8;1;353;306;13;6;48.47;0.41;8.46;Ничья;Ничья
2;2018;СКА;Зенит;91;5-4-1 (36.47%);0;6;6;1;243;191;10;3;35.92;0.28;13.9;Зенит;СКА
2;2018;СКА;Краснодар;95;5-4-1 (83.04%);0;1;12;4;338;263;20;5;38.68;2.09;13.15;Краснодар;СКА
2;2018;СКА;Уфа;95;5-4-1 (68.18%);0;1;9;4;402;298;22;7;45.64;0.91;7.45;Уфа;СКА
2;2018;СКА;Динамо;93;5-4-1 (74.1%);0;1;11;1;416;336;25;8;54.23;0.73;8.09;Динамо;СКА
2;2018;СКА;Ростов;93;5-3-2 (48.46%);0;2;4;0;360;297;11;4;46.37;0.36;7.35;Ростов;СКА
2;2018;СКА;Амкар;96;5-3-2 (61.26%);0;2;8;1;437;374;29;11;51.01;0.49;7.33;Амкар;СКА
2;2018;СКА;Ахмат;94;5-3-2 (96.17%);0;0;7;2;301;228;11;3;36.65;0.31;10.62;Ничья;Ничья
2;2018;СКА;Урал;92;4-4-2 (50.36%);0;3;12;7;404;327;17;4;48.46;1.26;9.1;Урал;СКА
2;2018;СКА;Спартак;95;5-3-2 (100.0%);0;1;2;0;213;150;4;2;26.41;0.25;19.44;Спартак;СКА
2;2018;СКА;Тосно;94;4-4-1-1 (100.0%);0;1;5;2;406;319;20;8;50.89;0.68;5.31;Тосно;СКА
1;2017;СКА;Рубин;94;3-4-3 (100.0%);1;3;4;1;324;254;3;1;38.67;0.74;13.26;Рубин;СКА
1;2017;СКА;Анжи;93;4-4-2 (32.52%);0;4;6;1;300;223;12;4;39.41;0.58;25.64;Анжи;СКА
1;2017;СКА;Локомотив;94;4-4-2 (100.0%);1;2;3;1;273;197;11;1;29.59;0.44;20.24;Локомотив;СКА
1;2017;СКА;ЦСКА;94;4-4-2 (48.64%);2;4;10;6;332;240;12;3;35.87;0.95;12.42;ЦСКА;СКА
1;2017;СКА;Арсенал;95;5-4-1 (29.43%);1;2;8;3;427;349;9;3;45.13;0.97;9.05;Арсенал;СКА
1;2017;СКА;Краснодар;92;5-4-1 (86.67%);1;4;10;3;343;260;8;2;35.96;1.28;18.25;Краснодар;СКА
1;2017;СКА;Уфа;96;3-4-2-1 (100.0%);2;2;8;3;360;272;9;4;47.47;0.89;8.58;Ничья;Ничья
1;2017;СКА;Динамо;94;3-4-2-1 (64.83%);0;2;11;1;438;353;14;3;53.96;0.57;6.06;Динамо;СКА
1;2017;СКА;Ростов;94;3-4-2-1 (94.41%);2;1;9;4;356;269;12;3;49.19;0.75;8.68;СКА;Ростов
1;2017;СКА;Амкар;94;3-4-2-1 (100.0%);0;3;13;3;645;564;20;5;67.19;0.46;9.18;Амкар;СКА
1;2017;СКА;Ахмат;95;5-4-1 (100.0%);2;2;16;8;420;337;14;7;47.43;0.78;10.07;Ничья;Ничья
1;2017;СКА;Урал;94;3-4-2-1 (100.0%);1;1;6;3;276;212;10;2;38.42;0.51;8.1;Ничья;Ничья
1;2017;СКА;Спартак;95;3-4-3 (22.14%);0;0;5;0;258;187;10;3;32.13;0.27;17.11;Ничья;Ничья
1;2017;СКА;Тосно;94;3-4-3 (100.0%);0;0;3;0;292;207;15;6;41.17;0.34;8.12;Ничья;Ничья
1;2017;СКА;Рубин;93;3-4-3 (80.75%);1;1;8;3;335;270;15;2;52.48;0.21;7.54;Ничья;Ничья
1;2017;СКА;Анжи;95;3-4-2-1 (92.99%);2;0;12;5;289;221;9;3;42.21;1.7;8.65;СКА;Анжи
1;2017;СКА;Локомотив;94;5-4-1 (100.0%);0;1;5;1;283;214;11;2;35.88;0.19;9;Локомотив;СКА
1;2017;СКА;ЦСКА;93;5-4-1 (100.0%);0;2;4;1;323;255;2;0;36.17;0.09;32.62;ЦСКА;СКА
1;2017;СКА;Арсенал;95;5-4-1 (100.0%);0;1;6;1;405;333;10;3;52.48;0.14;9.86;Арсенал;СКА
1;2017;СКА;Зенит;94;5-4-1 (100.0%);0;2;14;4;296;243;8;3;42.15;0.57;18.13;Зенит;СКА
1;2018;Спартак;Анжи;95;4-2-3-1 (100.0%);3;0;15;7;588;510;12;5;60.29;2.5;6.77;Спартак;Анжи
1;2018;Спартак;Локомотив;99;4-4-2 (70.21%);2;1;15;9;348;288;8;4;50.6;1.01;11.05;Спартак;Локомотив
1;2018;Спартак;КС;96;4-4-2 (76.53%);3;1;17;6;466;367;12;5;50.49;1.56;7.6;Спартак;КС
1;2018;Спартак;Уфа;93;4-3-3 (100.0%);0;2;6;1;603;502;11;3;62.42;0.34;13.75;Уфа;Спартак
1;2018;Спартак;Урал;94;4-3-3 (100.0%);1;2;19;5;441;347;26;9;52.01;2.07;6.4;Урал;Спартак
1;2018;Спартак;Рубин;94;4-1-4-1 (100.0%);1;1;5;1;416;319;11;3;51.78;1;7.65;Ничья;Ничья
1;2018;Спартак;Арсенал;98;4-3-3 (82.65%);2;3;17;6;588;490;19;10;65.34;1.27;5.4;Арсенал;Спартак
1;2018;Спартак;Енисей;97;4-1-4-1 (85.65%);3;2;16;4;332;247;14;1;57.55;2.49;7.64;Спартак;Енисей
1;2018;Спартак;Ростов;95;4-2-3-1 (82.24%);0;1;12;1;534;443;26;8;62.08;0.52;8.71;Ростов;Спартак
1;2018;Спартак;ЦСКА;93;4-1-4-1 (100.0%);1;1;10;1;333;265;6;4;49.76;0.81;7.06;Ничья;Ничья
1;2018;Спартак;Ахмат;98;4-3-3 (90.26%);1;2;20;5;475;410;27;13;61.1;1.09;6.83;Ахмат;Спартак
1;2018;Спартак;Зенит;97;4-1-4-1 (100.0%);0;0;8;1;292;239;6;2;44.37;0.67;10;Ничья;Ничья
1;2018;Спартак;Динамо;94;4-3-3 (79.56%);2;1;22;11;288;242;10;3;46.33;2.07;7.28;Спартак;Динамо
1;2018;Спартак;Краснодар;100;4-3-3 (78.36%);1;0;8;5;297;220;13;3;42.46;0.6;7;Спартак;Краснодар
1;2018;Спартак;Анжи;97;4-3-3 (89.81%);1;0;29;9;770;695;34;13;76.89;1.85;4.16;Спартак;Анжи
1;2018;Спартак;Локомотив;95;4-3-3 (100.0%);0;0;17;6;421;357;24;8;54.82;1.62;6.33;Ничья;Ничья
1;2018;Спартак;Оренбург;94;4-3-3 (92.85%);1;0;15;5;603;550;8;2;64.12;1.34;6.85;Спартак;Оренбург
2;2018;Спартак;Ростов;94;3-4-1-2 (94.29%);2;0;15;7;511;433;12;6;55.79;1.33;10.52;Спартак;Ростов
2;2018;Спартак;Амкар;94;3-5-2 (48.81%);2;0;14;4;487;425;12;4;55.2;1.46;9.84;Спартак;Амкар
2;2018;Спартак;Ахмат;94;4-4-2 (57.34%);1;3;21;8;629;542;31;14;69.12;1.77;4.38;Ахмат;Спартак
2;2018;Спартак;Урал;96;4-2-3-1 (60.92%);1;2;19;4;486;370;19;8;64.47;1.87;4.6;Урал;Спартак
2;2018;Спартак;Анжи;91;4-2-3-1 (100.0%);4;1;13;5;519;437;21;8;56.08;2.45;7.53;Спартак;Анжи
2;2018;Спартак;Тосно;97;4-4-2 (73.07%);2;1;15;5;505;438;15;7;53.84;1.83;7.79;Спартак;Тосно
2;2018;Спартак;Рубин;92;4-2-3-1 (100.0%);2;1;10;5;363;260;10;0;38.7;1.92;9.61;Спартак;Рубин
2;2018;Спартак;СКА;95;4-2-3-1 (61.73%);1;0;41;11;770;681;45;15;73.59;3.8;4.02;Спартак;СКА
2;2018;Спартак;Локомотив;94;4-2-3-1 (100.0%);0;0;10;1;451;336;16;3;51.26;0.46;9.03;Ничья;Ничья
1;2017;Спартак;ЦСКА;100;4-2-3-1 (24.38%);3;0;17;8;326;243;5;1;35.33;2.8;17.16;Спартак;ЦСКА
1;2017;Спартак;Арсенал;97;4-2-3-1 (45.63%);1;0;10;3;451;350;11;3;59.2;0.77;7.58;Спартак;Арсенал
1;2017;Спартак;Зенит;99;4-4-2 (45.78%);3;1;12;5;379;316;6;4;47;1.33;8.54;Спартак;Зенит
1;2017;Спартак;Краснодар;96;4-4-2 (69.78%);4;1;13;7;318;255;8;5;46.72;2.03;18.13;Спартак;Краснодар
1;2017;Спартак;Уфа;94;4-2-3-1 (80.4%);3;1;21;7;555;484;29;15;61.85;1.38;7.7;Спартак;Уфа
1;2017;Спартак;Ростов;93;4-2-3-1 (100.0%);2;2;18;6;505;426;24;6;57.16;0.82;7.22;Ничья;Ничья
1;2017;Спартак;Амкар;93;4-4-1-1 (100.0%);0;0;25;2;674;575;37;12;68.11;1.63;8.75;Ничья;Ничья
1;2017;Спартак;Ахмат;96;4-2-3-1 (89.56%);2;1;11;4;434;344;12;7;53.75;1.23;4.87;Спартак;Ахмат
1;2017;Спартак;Урал;95;4-2-3-1 (29.87%);2;0;19;7;495;423;9;4;54.85;2.04;6.76;Спартак;Урал
1;2017;Спартак;Анжи;96;4-2-3-1 (81.74%);2;2;12;5;478;393;20;9;54.61;2.08;8.07;Ничья;Ничья
1;2017;Спартак;Тосно;94;3-5-2 (37.72%);2;2;14;5;522;441;25;9;64;1.16;8.73;Ничья;Ничья
1;2017;Спартак;Рубин;97;3-5-2 (100.0%);1;0;7;2;422;334;6;2;49.43;0.5;10.38;Спартак;Рубин
1;2017;Спартак;СКА;95;3-5-2 (100.0%);0;0;32;13;573;491;15;5;67.87;3.79;6.09;Ничья;Ничья
1;2017;Спартак;Локомотив;95;4-4-1-1 (48.28%);3;4;18;8;440;377;16;4;51.89;2.17;11.52;Локомотив;Спартак
1;2017;Спартак;ЦСКА;98;4-2-3-1 (100.0%);1;2;17;5;437;358;9;3;51.46;0.96;5.21;ЦСКА;Спартак
1;2017;Спартак;Арсенал;95;4-2-3-1 (100.0%);2;0;14;6;489;429;5;4;52.7;2.36;12.63;Спартак;Арсенал
1;2017;Спартак;Зенит;94;4-4-1-1 (62.9%);1;5;10;3;429;353;10;3;57.52;1.6;7.25;Зенит;Спартак
1;2017;Спартак;Краснодар;94;4-4-2 (31.34%);2;0;20;9;333;276;20;12;40.49;2.56;9.76;Спартак;Краснодар
1;2017;Спартак;Уфа;95;4-2-3-1 (100.0%);0;0;22;9;468;404;20;5;57.73;2.85;10;Ничья;Ничья
1;2017;Спартак;Динамо;95;4-4-2 (69.09%);2;2;15;3;497;429;20;13;52.25;1.47;13.67;Ничья;Ничья
2;2017;Спартак;Арсенал;91;4-2-3-1 (15.25%);0;3;8;2;518;443;22;6;68.1;0.57;6.07;Арсенал;Спартак
2;2017;Спартак;Ахмат;93;4-2-3-1 (75.43%);3;0;9;7;608;541;12;3;62.29;1;10.86;Спартак;Ахмат
2;2017;Спартак;Амкар;93;4-2-3-1 (100.0%);1;0;8;2;440;363;2;1;46.61;0.55;10.76;Спартак;Амкар
2;2017;Спартак;Томь;93;4-2-3-1 (100.0%);1;0;18;6;495;424;23;9;52.38;1.85;8.88;Спартак;Томь
2;2017;Спартак;ЦСКА;98;4-2-3-1 (100.0%);2;1;13;7;304;242;6;4;42.04;2.48;16.31;Спартак;ЦСКА
2;2017;Спартак;Урал;94;4-2-3-1 (100.0%);1;0;14;5;564;491;20;8;59.91;0.69;7.44;Спартак;Урал
2;2017;Спартак;Ростов;95;3-4-2-1 (62.5%);0;3;6;2;548;422;13;4;66.93;0.16;6.5;Ростов;Спартак
2;2017;Спартак;Зенит;93;4-2-3-1 (86.31%);2;1;19;8;340;282;10;1;38.4;1.94;10.16;Спартак;Зенит
2;2017;Спартак;Уфа;93;3-4-3 (48.39%);3;1;23;11;382;293;12;6;52.86;2.61;7.51;Спартак;Уфа
2;2017;Спартак;Оренбург;96;4-2-3-1 (77.48%);3;2;14;5;548;453;16;4;62.47;1.46;8.61;Спартак;Оренбург
2;2017;Спартак;Локомотив;96;4-4-2 (57.09%);1;1;8;4;579;473;26;7;63.06;0.56;6.38;Ничья;Ничья
2;2017;Спартак;Анжи;93;4-2-3-1 (100.0%);1;0;19;5;526;427;33;14;63;1.74;3.95;Спартак;Анжи
2;2017;Спартак;Краснодар;97;4-2-3-1 (100.0%);2;2;10;5;361;281;16;5;47.35;0.96;7.1;Ничья;Ничья
1;2016;Спартак;Рубин;96;4-2-3-1 (80.97%);2;1;12;3;438;371;21;7;61.38;1.25;5.26;Спартак;Рубин
1;2016;Спартак;КС;94;4-4-2 (50.0%);0;4;18;5;552;449;20;5;62.35;0.65;4.54;КС;Спартак
1;2016;Спартак;Ахмат;92;4-2-3-1 (79.04%);1;0;7;3;396;308;9;2;55.49;0.29;5.9;Спартак;Ахмат
1;2016;Спартак;Амкар;95;4-3-3 (49.38%);1;0;19;4;611;536;22;17;67.8;1.23;4.92;Спартак;Амкар
1;2016;Спартак;Томь;94;4-3-3 (100.0%);1;0;15;8;452;380;17;7;59.3;0.91;6.03;Спартак;Томь
1;2016;Спартак;ЦСКА;97;4-2-3-1 (90.56%);3;1;10;4;543;470;13;3;54.95;1.07;9.13;Спартак;ЦСКА
1;2016;Спартак;Урал;94;4-2-3-1 (74.14%);1;0;6;1;507;412;10;1;55.51;0.27;11.5;Спартак;Урал
1;2016;Спартак;Ростов;95;5-3-2 (100.0%);1;0;15;8;542;478;16;7;58.27;1.53;7.24;Спартак;Ростов
1;2016;Спартак;Зенит;95;4-4-1-1 (100.0%);2;4;19;4;374;319;11;6;53.14;2.08;6.88;Зенит;Спартак
1;2016;Спартак;Уфа;97;4-4-1-1 (71.13%);0;1;26;5;603;514;30;12;71.53;1.5;4.56;Уфа;Спартак
1;2016;Спартак;Оренбург;95;4-4-1-1 (100.0%);3;1;8;3;547;471;12;3;68.86;0.67;4.03;Спартак;Оренбург
1;2016;Спартак;Локомотив;94;4-4-1-1 (100.0%);1;0;18;7;300;226;9;4;39.56;0.84;9.33;Спартак;Локомотив
1;2016;Спартак;Анжи;94;4-2-3-1 (77.43%);2;0;18;7;363;307;15;6;55.44;2.07;6.38;Спартак;Анжи
1;2016;Спартак;Краснодар;95;4-2-3-1 (84.5%);2;0;18;5;363;290;17;7;51.86;1.7;7.71;Спартак;Краснодар
1;2016;Спартак;Рубин;93;3-5-2 (85.08%);1;1;8;3;528;455;25;7;62.15;0.61;6.41;Ничья;Ничья
1;2016;Спартак;КС;93;3-5-2 (100.0%);1;0;25;9;548;464;26;13;56.81;2.29;6.94;Спартак;КС
1;2016;Спартак;Арсенал;93;3-4-1-2 (65.31%);4;0;20;12;577;511;13;3;62.05;1.86;8.09;Спартак;Арсенал
2;2016;Спартак;Уфа;97;4-1-4-1 (47.81%);1;3;15;4;521;454;19;6;68.9;1.51;3.59;Уфа;Спартак
2;2016;Спартак;Ахмат;93;4-2-3-1 (100.0%);3;0;11;4;315;251;7;0;42.44;1.08;9.75;Спартак;Ахмат
2;2016;Спартак;Урал;95;4-2-3-1 (81.64%);1;0;6;3;285;213;8;3;40.64;1.27;8.47;Спартак;Урал
2;2016;Спартак;Динамо;94;4-2-3-1 (72.13%);3;0;12;8;459;403;12;2;59.16;1.77;6.11;Спартак;Динамо
2;2016;Спартак;Локомотив;96;4-2-3-1 (77.52%);2;0;8;5;346;278;12;3;37.31;0.99;15.23;Спартак;Локомотив
2;2016;Спартак;Мордовия;95;4-2-3-1 (100.0%);2;2;19;5;447;371;28;8;56.72;2.16;6.92;Ничья;Ничья
